Active Ingredient,Crop,MRL,Update Date,Pending for regulations update
"DIMETHOMORPH","CORIANDER","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","LETTUCE","3.000","2011-11-16T00:00:00",
"DIMETHOMORPH","SPINACH","3.000","2014-03-19T00:00:00",
"DIMETHOMORPH","TOMATO","0.500","2010-07-15T00:00:00",
"DIMETHOMORPH","ONION","0.700","2011-11-16T00:00:00",
"DIMETHOMORPH","BASIL","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","DILL","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","MARJORAM","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","MINT","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","PARSLEY (roots and leaves)","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","ROSMARINE","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","SAGE","10.000","2012-11-18T00:00:00",
"DIMETHOMORPH","ESTRAGON","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","ROKET","3.000","2014-03-19T00:00:00",
"DIMETHOMORPH","ROKULA","3.000","2011-11-16T00:00:00",
"DIMETHOMORPH","MIZONA","3.000","2014-03-19T00:00:00",
"DIMETHOMORPH","SPRING ONION","10.000","2012-11-21T00:00:00",
"DIMETHOMORPH","TATSUI LEAVES","3.000","2014-03-19T00:00:00",
"DIMETHYL DISULFIDE","MELON","0.010","2010-07-11T00:00:00",
"DIMETHYL DISULFIDE","CUCUMBER","0.010","2010-07-11T00:00:00",
"DIMETHYL DISULFIDE","PEPPER","0.010","2010-07-11T00:00:00",
"DIMETHYL DISULFIDE","EGG PLANT","0.010","2010-07-11T00:00:00",
"DIMETHYL DISULFIDE","TOMATO","0.010","2010-07-11T00:00:00",
"DIMETHYL DISULFIDE","BASIL","0.010","2010-07-11T00:00:00",
"DIMETHYL DISULFIDE","CHIVES","0.010","2010-07-11T00:00:00",
"DINICONAZOLE-M","ALMOND","0.050","1996-01-01T00:00:00","יתבטל"
"DINICONAZOLE-M","MANGO","0.050","1996-01-01T00:00:00","יתבטל"
"DINICONAZOLE-M","APPLE","0.050","1996-01-01T00:00:00","יתבטל"
"DINICONAZOLE-M","PEAR","0.050","1996-01-01T00:00:00","יתבטל"
"DINICONAZOLE-M","PLUM","0.050","1996-01-01T00:00:00","יתבטל"
"DINICONAZOLE-M","APRICOT","0.050","1996-01-01T00:00:00","יתבטל"
"DINICONAZOLE-M","NECTARINE","0.050","2004-07-13T00:00:00","יתבטל"
"DINICONAZOLE-M","PEACH","0.050","1996-01-01T00:00:00","יתבטל"
"DINOCAP","GRAPES","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","MELON","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","CUCUMBER","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","SQUASH","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","WATERMELON","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","PEPPER","0.050","2005-09-07T00:00:00","יתבטל"
"DINOCAP","EGG PLANT","0.050","2005-09-07T00:00:00","יתבטל"
"DINOCAP","TOMATO","0.050","2003-03-23T00:00:00","יתבטל"
"DINOCAP","MANGO","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","APPLE","0.050","1999-01-01T00:00:00","יתבטל"
"DINOCAP","PEAR","0.050","2013-01-15T00:00:00","יתבטל"
"DINOCAP","PLUM","0.050","2006-01-11T00:00:00","יתבטל"
"DINOCAP","APRICOT","0.050","2013-01-15T00:00:00","יתבטל"
"DINOCAP","NECTARINE","0.050","2004-07-13T00:00:00","יתבטל"
"DINOCAP","PEACH","0.050","2001-07-15T00:00:00","יתבטל"
"DINOTEFURAN","THYME","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","GRAPES","0.100","2008-03-25T00:00:00","0.500"
"DINOTEFURAN","STRAWBERRY","0.200","2006-10-29T00:00:00",
"DINOTEFURAN","CELERIAC",,"2021-06-08T00:00:00","0.900"
"DINOTEFURAN","CABBAGE","0.050","2011-09-25T00:00:00",
"DINOTEFURAN","BROCCOLI","0.050","2011-07-25T00:00:00",
"DINOTEFURAN","CAULIFLOWER","0.050","2011-09-25T00:00:00",
"DINOTEFURAN","MELON","0.020","2005-10-31T00:00:00",
"DINOTEFURAN","CUCUMBER","0.100","2006-04-03T00:00:00",
"DINOTEFURAN","SQUASH","0.100","2005-12-12T00:00:00",
"DINOTEFURAN","WATERMELON","0.010","2008-03-25T00:00:00",
"DINOTEFURAN","CORIANDER","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","LETTUCE","0.050","2011-09-25T00:00:00",
"DINOTEFURAN","PEPPER","0.050","2007-04-22T00:00:00",
"DINOTEFURAN","EGG PLANT","0.020","2003-11-03T00:00:00",
"DINOTEFURAN","TOMATO","0.050","2007-04-22T00:00:00",
"DINOTEFURAN","CARROT","0.150","2010-08-04T00:00:00",
"DINOTEFURAN","COTTON","0.050","2003-05-04T00:00:00",
"DINOTEFURAN","ALMOND","0.500","2011-11-16T00:00:00",
"DINOTEFURAN","PLUM","0.050","2013-01-15T00:00:00",
"DINOTEFURAN","APRICOT","0.050","2007-04-22T00:00:00","0.300"
"DINOTEFURAN","CHERRY","0.050","2013-01-15T00:00:00",
"DINOTEFURAN","NECTARINE","0.050","2007-04-22T00:00:00","0.300"
"DINOTEFURAN","PEACH","0.050","2007-04-22T00:00:00","0.300"
"DINOTEFURAN","BASIL","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","CHIVES","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","DILL","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","MINT","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","PARSLEY (roots and leaves)","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","ROSMARINE","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","SAGE","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","ESTRAGON","3.000","2011-12-19T00:00:00",
"DINOTEFURAN","ROKET",,"2019-04-19T00:00:00","3.000"
"DINOTEFURAN","ROKULA","3.000","2011-12-19T00:00:00",
"DIPHENYLAMINE","APPLE","5.000","1996-01-01T00:00:00",
"DIQUAT","ALFALFA","0.100","1999-01-01T00:00:00",
"DIQUAT","FRUITS","0.050","1999-01-02T00:00:00",
"DIQUAT","POTATO","0.050","2005-09-07T00:00:00",
"DIQUAT","COTTON","0.020","1999-01-02T00:00:00",
"DIQUAT","SUNFLOWER","0.500","1999-01-02T00:00:00",
"DIQUAT","CEREALS","0.100","1999-01-01T00:00:00",
"DITHIANON","GRAPES",,"2018-07-03T00:00:00","2.500"
"DITHIANON","ONION",,"2022-01-13T00:00:00","0.050"
"DITHIANON","ALMOND","0.050","2015-12-01T00:00:00",
"DITHIANON","GARLIC",,"2022-01-13T00:00:00","0.050"
"DITHIANON","APPLE","1.000","2015-12-01T00:00:00",
"DITHIANON","PEAR","2.000","2015-12-01T00:00:00",
"DITHIANON","APRICOT","1.000","2015-12-01T00:00:00",
"DITHIANON","NECTARINE",,"2022-01-13T00:00:00","0.100"
"DITHIANON","PEACH","1.000","2015-12-01T00:00:00",
"DITHIOCARBAMATES","THYME","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","GRAPES","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","STRAWBERRY","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","CITRUS FRUIT","1.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","MELISA","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","POTATO","0.200","1996-01-01T00:00:00",
"DITHIOCARBAMATES","SMALL RADISH","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","CELERIAC","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","BRASSICA","5.000","2005-09-07T00:00:00",
"DITHIOCARBAMATES","CABBAGE","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","CAULIFLOWER","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","MELON","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","CUCUMBER","1.000","2005-12-07T00:00:00",
"DITHIOCARBAMATES","SQUASH","1.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","CHICK PEA","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","BEET, GREENS","5.000","2014-03-19T00:00:00",
"DITHIOCARBAMATES","CORIANDER","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","CHINESE CABBAGE","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","LETTUCE","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","SPINACH","5.000","2014-03-19T00:00:00",
"DITHIOCARBAMATES","PEPPER","1.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","EGG PLANT","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","TOMATO","5.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","PEAS","0.500","2005-09-07T00:00:00",
"DITHIOCARBAMATES","BROAD BEAN","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","BEANS","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","BEETROOT","0.500","2005-09-07T00:00:00",
"DITHIOCARBAMATES","CARROT","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","ONION","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","POULTRY MEAT","0.050","2013-01-15T00:00:00",
"DITHIOCARBAMATES","COTTON","2.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","PEANUT","0.100","1996-01-01T00:00:00",
"DITHIOCARBAMATES","ALMOND","0.100","1996-01-01T00:00:00",
"DITHIOCARBAMATES","GARLIC","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","LEEK","0.500","1996-01-01T00:00:00",
"DITHIOCARBAMATES","BANANA","2.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","POMEGRANATE","0.050","2009-05-05T00:00:00",
"DITHIOCARBAMATES","APPLE","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","QUINCE","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","PLUM","3.000","2005-09-07T00:00:00",
"DITHIOCARBAMATES","APRICOT","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","NECTARINE","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","PEACH","3.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","OLIVES","3.000","2005-09-07T00:00:00",
"DITHIOCARBAMATES","BARLEY","1.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","CORN","2.000","2005-09-07T00:00:00",
"DITHIOCARBAMATES","WHEAT","1.000","1996-01-01T00:00:00",
"DITHIOCARBAMATES","BASIL","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","CHIVES","1.000","2005-09-07T00:00:00",
"DITHIOCARBAMATES","DILL","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","MARJORAM","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","MINT","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","PARSLEY (roots and leaves)","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","ROSMARINE","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","SAGE","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","ESTRAGON","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","ROKET","5.000","2014-03-19T00:00:00",
"DITHIOCARBAMATES","ROKULA","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","POULTRY OFFAL","0.050","2013-01-15T00:00:00",
"DITHIOCARBAMATES","MIZONA","5.000","2014-03-19T00:00:00",
"DITHIOCARBAMATES","SPRING ONION","5.000","2013-01-15T00:00:00",
"DITHIOCARBAMATES","TATSUI LEAVES","5.000","2014-03-19T00:00:00",
"DIURON","GRAPES","0.100","2013-01-15T00:00:00",
"DIURON","CITRUS FRUIT","0.100","2013-01-15T00:00:00",
"DIURON","ARTICHOKE","0.100","2013-01-15T00:00:00",
"DIURON","COTTON","0.100","2013-01-15T00:00:00",
"DIURON","ALMOND","0.100","2013-01-15T00:00:00",
"DIURON","PECAN","0.100","2013-01-15T00:00:00",
"DIURON","AVOCADO","0.100","2013-01-15T00:00:00",
"DIURON","FEIJOA","0.100","2013-01-15T00:00:00",
"DIURON","KIWI","0.100","2013-01-15T00:00:00",
"DIURON","MANGO","0.100","2013-01-15T00:00:00",
"DIURON","PERSIMMON","0.100","2013-01-15T00:00:00",
"DIURON","POMEGRANATE","0.100","2013-01-15T00:00:00",
"DIURON","APPLE","0.100","2013-01-15T00:00:00",
"DIURON","LOQUAT","0.100","2013-01-15T00:00:00",
"DIURON","PEAR","0.100","2013-01-15T00:00:00",
"DIURON","PLUM","0.100","2013-01-15T00:00:00",
"DIURON","CHERRY","0.100","2013-01-15T00:00:00",
"DIURON","NECTARINE","0.100","2013-01-15T00:00:00",
"DIURON","PEACH","0.100","2013-01-15T00:00:00",
"DIURON","DATE","0.100","2013-01-15T00:00:00",
"DIURON","OLIVES","0.100","2013-01-15T00:00:00",
"DIURON","GUAVA","0.100","2013-01-15T00:00:00",
"DIURON","ANONA","0.100","2013-01-15T00:00:00",
"DODINE","APPLE","0.300","2016-05-29T00:00:00",
"DODINE","CHERRY",,"2023-03-15T00:00:00","0.600"
"DODINE","OLIVES",,"2021-10-21T00:00:00","3.500"
"EMAMECTIN BENZOATE","THYME","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","GRAPES","0.300","2013-05-19T00:00:00",
"EMAMECTIN BENZOATE","STRAWBERRY","0.010","2011-07-25T00:00:00",
"EMAMECTIN BENZOATE","POTATO","0.010","2000-10-15T00:00:00",
"EMAMECTIN BENZOATE","CELERIAC","0.010","1999-01-01T00:00:00",
"EMAMECTIN BENZOATE","CABBAGE","0.010","1999-01-01T00:00:00",
"EMAMECTIN BENZOATE","BROCCOLI","0.010","2012-08-26T00:00:00",
"EMAMECTIN BENZOATE","CAULIFLOWER","0.010","1999-01-01T00:00:00",
"EMAMECTIN BENZOATE","KOHLRABI","0.010","2015-11-12T00:00:00",
"EMAMECTIN BENZOATE","BEET, GREENS","0.100","2014-03-19T00:00:00",
"EMAMECTIN BENZOATE","CORIANDER","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","LETTUCE","0.100","1999-01-01T00:00:00",
"EMAMECTIN BENZOATE","SPINACH","0.100","2014-03-19T00:00:00",
"EMAMECTIN BENZOATE","PEPPER","0.010","2005-09-07T00:00:00",
"EMAMECTIN BENZOATE","EGG PLANT","0.010","2013-05-19T00:00:00",
"EMAMECTIN BENZOATE","SWEET CORN","0.010","1999-01-01T00:00:00",
"EMAMECTIN BENZOATE","TOMATO","0.010","1999-01-01T00:00:00",
"EMAMECTIN BENZOATE","BEANS",,"2011-07-24T00:00:00","0.010"
"EMAMECTIN BENZOATE","SWEET POTATO","0.010","2012-08-26T00:00:00",
"EMAMECTIN BENZOATE","CARROT","0.010","2012-08-26T00:00:00",
"EMAMECTIN BENZOATE","COTTON","0.010","2005-09-07T00:00:00",
"EMAMECTIN BENZOATE","ALMOND","0.010","2016-07-28T00:00:00",
"EMAMECTIN BENZOATE","POMEGRANATE","0.010","2013-05-19T00:00:00",
"EMAMECTIN BENZOATE","APPLE","0.020","2012-08-26T00:00:00",
"EMAMECTIN BENZOATE","PEAR","0.020","2012-08-26T00:00:00",
"EMAMECTIN BENZOATE","QUINCE","0.200","2016-05-11T00:00:00",
"EMAMECTIN BENZOATE","PLUM","0.010","2016-07-28T00:00:00",
"EMAMECTIN BENZOATE","APRICOT","0.010","2007-05-06T00:00:00",
"EMAMECTIN BENZOATE","NECTARINE","0.010","2005-09-07T00:00:00",
"EMAMECTIN BENZOATE","PEACH","0.010","2016-07-28T00:00:00",
"EMAMECTIN BENZOATE","BASIL","0.100","2005-10-30T00:00:00",
"EMAMECTIN BENZOATE","CHIVES","0.100","2005-10-30T00:00:00",
"EMAMECTIN BENZOATE","DILL","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","MINT","0.100","2005-10-30T00:00:00",
"EMAMECTIN BENZOATE","PARSLEY (roots and leaves)","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","ROSMARINE","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","SAGE","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","ESTRAGON","0.100","2010-01-18T00:00:00",
"EMAMECTIN BENZOATE","ROKET","0.100","2014-03-19T00:00:00",
"EMAMECTIN BENZOATE","ROKULA","0.100","2005-10-30T00:00:00",
"EMAMECTIN BENZOATE","MIZONA","0.100","2014-03-19T00:00:00",
"EMAMECTIN BENZOATE","SPRING ONION","0.100","2012-07-02T00:00:00",
"EMAMECTIN BENZOATE","TATSUI LEAVES","0.100","2014-03-19T00:00:00",
"ENDRIN","VEGETABLES","0.050","1998-11-01T00:00:00",
"ENDRIN","POULTRY MEAT","0.100","1996-01-01T00:00:00",
"ESFENVALERATE","FODDER BEET","0.050","1996-01-01T00:00:00",
"ESFENVALERATE","GRAPES","0.500","1996-01-01T00:00:00",
"ESFENVALERATE","POTATO","0.050","1996-01-01T00:00:00",
"ESFENVALERATE","ARTICHOKE","0.200","1996-01-01T00:00:00",
"ESFENVALERATE","CABBAGE","3.000","1996-01-01T00:00:00",
"ESFENVALERATE","CAULIFLOWER","2.000","1996-01-01T00:00:00",
"ESFENVALERATE","MELON","0.200","1996-01-01T00:00:00",
"ESFENVALERATE","CUCUMBER","0.200","1996-01-01T00:00:00",
"ESFENVALERATE","PUMPKINS","0.500","2015-11-16T00:00:00",
"ESFENVALERATE","PEPPER","0.500","1996-01-01T00:00:00",
"ESFENVALERATE","EGG PLANT","0.500","1996-01-01T00:00:00",
"ESFENVALERATE","TOMATO","1.000","1996-01-01T00:00:00",
"ESFENVALERATE","BEANS","0.100","1996-01-01T00:00:00",
"ESFENVALERATE","SCARLET","0.500","2015-11-16T00:00:00",
"ESFENVALERATE","BEETROOT","0.050","1996-01-01T00:00:00",
"ESFENVALERATE","CARROT","0.050","1996-01-01T00:00:00",
"ESFENVALERATE","ONION","0.050","1996-01-01T00:00:00",
"ESFENVALERATE","COTTON","0.200","1996-01-01T00:00:00",
"ESFENVALERATE","GARLIC","0.050","1996-01-01T00:00:00",
"ESFENVALERATE","APPLE",,"2024-09-09T00:00:00","0.200"
"ESFENVALERATE","NECTARINE",,"2024-09-09T00:00:00","0.200"
"ESFENVALERATE","PEACH","5.000","1996-01-01T00:00:00","0.200"
"ETHALFLURALIN","MELON","0.020","2013-01-15T00:00:00",
"ETHALFLURALIN","CUCUMBER","0.020","2013-01-15T00:00:00",
"ETHALFLURALIN","SQUASH","0.020","2013-01-15T00:00:00",
"ETHALFLURALIN","WATERMELON","0.020","2013-01-15T00:00:00",
"ETHALFLURALIN","PEANUT","0.020","2013-01-15T00:00:00",
"ETHEPHON","GRAPES","2.000","1996-01-01T00:00:00",
"ETHEPHON","COTTON","0.100","1996-01-01T00:00:00",
"ETHEPHON","APPLE","5.000","1996-01-01T00:00:00",
"ETHEPHON","PEAR","5.000","2005-09-07T00:00:00",
"ETHEPHON","PLUM","0.500","1996-01-01T00:00:00",
"ETHEPHON","KUMQUATS","2.000","2013-01-15T00:00:00",
"ETHEPHON","OLIVES","0.100","1996-01-01T00:00:00",
"ETHOXYQUIN","PEAR","3.000","1996-01-01T00:00:00",
"ETOFENPROX","GRAPES","2.000","1996-01-01T00:00:00",
"ETOFENPROX","STRAWBERRY","2.000","1996-01-01T00:00:00",
"ETOFENPROX","CITRUS FRUIT","0.200","1996-01-01T00:00:00",
"ETOFENPROX","CUCUMBER","2.000","1996-01-01T00:00:00",
"ETOFENPROX","EGG PLANT","2.000","1996-01-01T00:00:00",
"ETOFENPROX","ALMOND","2.000","1996-01-01T00:00:00",
"ETOFENPROX","APPLE","1.000","1996-01-01T00:00:00",
"ETOFENPROX","PEAR","1.000","1996-01-01T00:00:00",
"ETOFENPROX","PLUM","1.000","1996-01-01T00:00:00",
"ETOFENPROX","NECTARINE","1.000","2004-07-13T00:00:00",
"ETOFENPROX","PEACH","1.000","1996-01-01T00:00:00",
"ETOFENPROX","OLIVES","1.000","2005-09-14T00:00:00",
"ETOXAZOLE","THYME","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","CITRUS FRUIT","0.050","2000-01-01T00:00:00",
"ETOXAZOLE","MELISA","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","CELERIAC","0.200","2013-09-15T00:00:00",
"ETOXAZOLE","MELON","0.020","2001-07-15T00:00:00",
"ETOXAZOLE","CUCUMBER","0.020","2001-07-15T00:00:00",
"ETOXAZOLE","PUMPKINS","0.020","2015-11-16T00:00:00",
"ETOXAZOLE","WATERMELON","0.020","2001-07-15T00:00:00",
"ETOXAZOLE","CORIANDER","0.200","2013-09-15T00:00:00",
"ETOXAZOLE","PEPPER","0.050","2001-05-24T00:00:00",
"ETOXAZOLE","EGG PLANT","0.050","2001-05-24T00:00:00",
"ETOXAZOLE","TOMATO","0.020","2001-07-15T00:00:00",
"ETOXAZOLE","SCARLET","0.020","2015-11-16T00:00:00",
"ETOXAZOLE","APPLE","0.020","2000-01-01T00:00:00",
"ETOXAZOLE","BASIL","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","CHIVES","0.200","2013-09-15T00:00:00",
"ETOXAZOLE","DILL","0.200","2013-09-15T00:00:00",
"ETOXAZOLE","MARJORAM","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","MINT","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","PARSLEY (roots and leaves)","0.200","2013-09-15T00:00:00",
"ETOXAZOLE","ROSMARINE","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","SAGE","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","ESTRAGON","2.000","2013-09-15T00:00:00",
"ETOXAZOLE","ROKET",,"2019-04-11T00:00:00","0.200"
"ETOXAZOLE","ROKULA","0.200","2013-09-15T00:00:00",
"ETOXAZOLE","SPRING ONION","0.200","2013-09-15T00:00:00",
"FAMOXADONE","CITRUS FRUIT","0.050","2005-09-14T00:00:00",
"FAMOXADONE","POTATO","0.050","2006-04-02T00:00:00","0.010"
"FAMOXADONE","CUCUMBER",,"2023-06-04T00:00:00","0.100"
"FAMOXADONE","SQUASH",,"2023-07-12T00:00:00","0.050"
"FAMOXADONE","CHICK PEA","0.050","2005-09-14T00:00:00",
"FAMOXADONE","TOMATO","0.050","2005-09-14T00:00:00","1.000"
"FAMOXADONE","ONION",,"2023-06-04T00:00:00","0.010"
"FAMOXADONE","COTTON","0.050","2005-09-14T00:00:00",
"FENAMIDONE","GRAPES","0.500","2006-07-09T00:00:00",
"FENAMIDONE","POTATO","0.050","2005-09-15T00:00:00",
"FENAMIDONE","MELON","5.000","2015-11-12T00:00:00",
"FENAMIDONE","CUCUMBER","0.050","2005-09-15T00:00:00",
"FENAMIDONE","PUMPKINS","0.100","2015-11-15T00:00:00",
"FENAMIDONE","SCARLET","0.100","2015-11-15T00:00:00",
"FENAMIDONE","ONION","0.050","2005-09-15T00:00:00",
"FENAMIDONE","BASIL",,"2017-04-05T00:00:00","5.000"
"FENAMIPHOS","GRAPES","0.020","1996-01-01T00:00:00",
"FENAMIPHOS","CARROT","0.100","2013-06-30T00:00:00",
"FENAMIPHOS","ONION","0.050","1996-01-01T00:00:00",
"FENAMIPHOS","GARLIC","0.050","1996-01-01T00:00:00",
"FENAMIPHOS","PLUM","0.050","1996-01-01T00:00:00",
"FENARIMOL","GRAPES","0.300","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","MELON","0.050","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","CUCUMBER","0.050","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","SQUASH","0.500","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","WATERMELON","0.050","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","PEPPER","0.500","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","EGG PLANT","0.500","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","TOMATO","0.500","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","MANGO","0.300","1998-11-01T00:00:00","יתבטל"
"FENARIMOL","NECTARINE","0.500","2004-07-13T00:00:00","יתבטל"
"FENARIMOL","PEACH","0.500","1998-11-01T00:00:00","יתבטל"
"FENAZAQUIN","CITRUS FRUIT","0.100","1999-01-01T00:00:00",
"FENAZAQUIN","CUCUMBER","0.100","1996-01-01T00:00:00",
"FENAZAQUIN","WATERMELON","0.100","1996-01-01T00:00:00",
"FENAZAQUIN","EGG PLANT","0.100","1996-01-01T00:00:00",
"FENAZAQUIN","TOMATO","0.100","1996-01-01T00:00:00",
"FENAZAQUIN","APPLE","0.100","1996-01-01T00:00:00",
"FENAZAQUIN","PEAR","0.100","2005-09-15T00:00:00",
"FENAZAQUIN","PEACH","0.100","2005-09-15T00:00:00",
"FENBUCONAZOLE","GRAPES","1.000","1998-11-01T00:00:00",
"FENBUCONAZOLE","STRAWBERRY","0.200","1999-01-01T00:00:00","יתבטל"
"FENBUCONAZOLE","MELON","0.200","1999-01-01T00:00:00","יתבטל"
"FENBUCONAZOLE","CUCUMBER","0.200","1998-11-01T00:00:00","יתבטל"
"FENBUCONAZOLE","SQUASH","0.200","1999-01-01T00:00:00","יתבטל"
"FENBUCONAZOLE","WATERMELON","0.200","1999-01-01T00:00:00","יתבטל"
"FENBUCONAZOLE","PEPPER","0.200","1996-01-01T00:00:00","יתבטל"
"FENBUCONAZOLE","EGG PLANT","0.500","2006-01-11T00:00:00",
"FENBUCONAZOLE","TOMATO","0.200","1996-01-01T00:00:00","יתבטל"
"FENBUCONAZOLE","PEANUT","0.200","1999-01-01T00:00:00",
"FENBUCONAZOLE","ALMOND","0.200","1996-01-01T00:00:00",
"FENBUCONAZOLE","MANGO","0.500","1999-01-01T00:00:00",
"FENBUCONAZOLE","APPLE","0.100","1998-11-01T00:00:00",
"FENBUCONAZOLE","LOQUAT","0.500","1999-01-01T00:00:00",
"FENBUCONAZOLE","PEAR","0.100","1998-11-01T00:00:00",
"FENBUCONAZOLE","PLUM","0.500","1998-11-01T00:00:00",
"FENBUCONAZOLE","APRICOT","0.500","1998-11-01T00:00:00",
"FENBUCONAZOLE","NECTARINE","0.500","1998-11-01T00:00:00",
"FENBUCONAZOLE","PEACH","0.500","1998-11-01T00:00:00",
"FENBUCONAZOLE","WHEAT","0.100","1998-11-01T00:00:00",
"FENBUTATIN OXIDE","CITRUS FRUIT","5.000","1999-01-01T00:00:00","יתבטל"
"FENBUTATIN OXIDE","MELON","0.500","1999-01-01T00:00:00","יתבטל"
"FENBUTATIN OXIDE","CUCUMBER","0.500","1999-01-01T00:00:00","יתבטל"
"FENBUTATIN OXIDE","WATERMELON","0.500","1999-01-01T00:00:00","יתבטל"
"FENBUTATIN OXIDE","EGG PLANT","0.500","1999-01-01T00:00:00","יתבטל"
"FENBUTATIN OXIDE","ALMOND","0.500","2013-01-15T00:00:00","יתבטל"
"FENBUTATIN OXIDE","PERSIMMON","3.000","2005-09-15T00:00:00","יתבטל"
"FENBUTATIN OXIDE","APPLE","5.000","2013-01-15T00:00:00","יתבטל"
"FENBUTATIN OXIDE","PLUM","10.000","2013-01-15T00:00:00","יתבטל"
"FENBUTATIN OXIDE","NECTARINE","7.000","2013-01-15T00:00:00","יתבטל"
"FENBUTATIN OXIDE","PEACH","7.000","2013-01-15T00:00:00","יתבטל"
