Commodity_Name,Commodity_Code,Pesticide_Name,MRL_Value,Flag_Po_Fat,Year_Legal_CAC,Full_Notes,Year_Science_JMPR,Flag_Status,Is_LOD,Commodity_ID,Pesticide_ID,crop_id_mapping,crop_name_mapping,crop_reasoning,pesticide_id_mapping,pesticide_name_mapping,pesticide_reasoning
Elderberries,FB 0267,Pydiflumetofen,5.0,,2022.0,,2021,,False,,309.0,,,לא נמצא ברשימת הגידולים שם באנגלית או בעברית התואם ל-'Elderberries'. ייתכן שמדובר בגידול שאינו כלול ברשימה.,,,'Pydiflumetofen' אינו מופיע ברשימת חומרי ההדברה ולכן אין התאמה.
Elderberries,FB 0267,Fluazifop-p-butyl,0.3,,2021.0,,2019,,False,,283.0,,,לא נמצא ברשימת הגידולים שם באנגלית או בעברית התואם ל-'Elderberries'. ייתכן שמדובר בגידול שאינו כלול ברשימה.,118,FLUAZIFOP-P-BUTYL,'Fluazifop-p-butyl' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 118).
Elderberries,FB 0267,Mefentrifluconazole,5.0,,2023.0,,2022,,False,,320.0,,,לא נמצא ברשימת הגידולים שם באנגלית או בעברית התואם ל-'Elderberries'. ייתכן שמדובר בגידול שאינו כלול ברשימה.,,,'Mefentrifluconazole' אינו מופיע ברשימת הייחוס ולכן לא נמצאה התאמה.
Gooseberry,FB 0268,Glufosinate-Ammonium,0.1,,2013.0,,2012,,False,,175.0,88,GOOSEBERRY,"Gooseberry הוא תרגום ישיר לעברית 'ענבי שועל', שמופיע ברשימת הייחוס עם מזהה 88.",145,GLUFOSINATE AMMONIUM,'Glufosinate-Ammonium' הוא וריאציה נפוצה של GLUFOSINATE AMMONIUM (ID 145) ברשימת הייחוס.
Gooseberry,FB 0268,Trifloxystrobin,3.0,,2022.0,,2021,,False,,213.0,88,GOOSEBERRY,"Gooseberry הוא תרגום ישיר לעברית 'ענבי שועל', שמופיע ברשימת הייחוס עם מזהה 88.",278,TRIFLOXYSTROBIN,'Trifloxystrobin' מופיע ברשימת חומרי ההדברה (ID 278) כהתאמה מדויקת.
Gooseberry,FB 0268,Permethrin,2.0,,,,,,False,,120.0,88,GOOSEBERRY,"Gooseberry הוא תרגום ישיר לעברית 'ענבי שועל', שמופיע ברשימת הייחוס עם מזהה 88.",214,PERMETHRIN,Permethrin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 214).
Gooseberry,FB 0268,Fenhexamid,5.0,,2006.0,,2005,,False,,215.0,88,GOOSEBERRY,"Gooseberry הוא תרגום ישיר לעברית 'ענבי שועל', שמופיע ברשימת הייחוס עם מזהה 88.",110,FENHEXAMID,'Fenhexamid' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 110).
Gooseberry,FB 0268,Chlorothalonil,20.0,,2011.0,,2010,,False,,81.0,88,GOOSEBERRY,"Gooseberry הוא תרגום ישיר לעברית 'ענבי שועל', שמופיע ברשימת הייחוס עם מזהה 88.",45,CHLOROTHALONIL,Chlorothalonil הוא התאמה מדויקת לשם ברשימת חומרי ההדברה (ID 45).
Grapes,FB 0269,Dinocap,0.5,,2003.0,,2001,,False,,87.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",87,DINOCAP,"Dinocap מופיע ברשימת הייחוס באנגלית בדיוק כפי שנכתב, עם מזהה 87."
Grapes,FB 0269,Flutriafol,0.8,,2013.0,,2011,,False,,248.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",137,FLUTRIAFOL,"'Flutriafol' מופיע ברשימת חומרי ההדברה (ID 137), לכן בוצעה התאמה מדויקת."
Grapes,FB 0269,Dichlobenil,0.05,,2015.0,,2014,,False,,274.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,"'Dichlobenil' אינו מופיע ברשימת חומרי ההדברה, ולכן לא ניתן למפות."
Grapes,FB 0269,Spinosad,0.5,,2005.0,,2004,,False,,203.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",249,SPINOSAD,השם 'Spinosad' מופיע ברשימת הייחוס בדיוק באיות זהה תחת מזהה 249. לכן זו ההתאמה הנכונה.
Grapes,FB 0269,Indoxacarb,2.0,,2006.0,,2005,,False,,216.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",159,INDOXACARB,Indoxacarb הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 159).
Grapes,FB 0269,Azocyclotin,0.3,,2006.0,,2005,,False,,129.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",18,AZOCYCLOTIN,Azocyclotin הוא התאמה מדויקת לשם ברשימת חומרי ההדברה (ID 18).
Grapes,FB 0269,Mandipropamid,2.0,,2009.0,,2008,,False,,231.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",174,MANDIPROPAMID,'Mandipropamid' מופיע ברשימת חומרי ההדברה (ID 174) כהתאמה מדויקת.
Grapes,FB 0269,Fluopicolide,2.0,,2010.0,,2009,,False,,235.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",128,FLUOPICOLIDE,"'Fluopicolide' מופיע ברשימת הייחוס (FLUOPICOLIDE, מזהה 128)."
Grapes,FB 0269,Flumioxazin,0.02,,2016.0,(LOD),2015,,True,,284.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",126,FLUMIOXAZIN,Flumioxazin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 126).
Grapes,FB 0269,Imidacloprid,1.0,,2004.0,,2002,,False,,206.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",157,IMIDACLOPRID,'Imidacloprid' מופיע ברשימת חומרי ההדברה (ID 157) כהתאמה מדויקת.
Grapes,FB 0269,Boscalid,5.0,,2010.0,,2009,,False,,221.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",27,BOSCALID,'Boscalid' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 27).
Grapes,FB 0269,Etofenprox,4.0,,2013.0,,2011,,False,,184.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",101,ETOFENPROX,השם 'Etofenprox' מופיע ברשימת חומרי ההדברה (ID 101) כהתאמה מדויקת.
Grapes,FB 0269,Cyazofamid,1.5,,2016.0,,2015,,False,,281.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",59,CYAZOFAMID,'Cyazofamid' הוא התאמה מדויקת לשם באנגלית של חומר ההדברה ברשימת הרפרנס (ID 59).
Grapes,FB 0269,Clofentezine,2.0,,2008.0,,2007,,False,,156.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",53,CLOFENTEZINE,השם 'Clofentezine' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 53: CLOFENTEZINE).
Grapes,FB 0269,Emamectin benzoate,0.03,,2012.0,,2011,,False,,247.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",95,EMAMECTIN BENZOATE,השם 'Emamectin benzoate' תואם בדיוק ל-EMAMECTIN BENZOATE ברשימת הייחוס (ID 95).
Grapes,FB 0269,Metaflumizone,5.0,,2021.0,,2019,,False,,236.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",182,METAFLUMIZONE,השם 'Metaflumizone' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 182: METAFLUMIZONE).
Grapes,FB 0269,Bifenthrin,0.3,,2016.0,,2015,,False,,178.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",25,BIFENTHRIN,השם 'Bifenthrin' תואם בדיוק לשם ברשימת חומרי ההדברה (ID 25: BIFENTHRIN).
Grapes,FB 0269,Carbendazim,3.0,,2008.0,,1998,,False,,72.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",36,CARBENDAZIM,'Carbendazim' הוא התאמה מדויקת ל-CARBENDAZIM (ID 36) ברשימת הייחוס.
Grapes,FB 0269,Mepiquat Chloride,4.0,,2024.0,[Note: Expressed as mepiquat cation],2023,,False,,336.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,'Mepiquat Chloride' אינו מופיע ברשימת חומרי ההדברה. ייתכן שמדובר בשם מסחרי או חומר שאינו כלול ברשימה.
Grapes,FB 0269,Chlorpyrifos-Methyl,1.0,,2010.0,,2009,,False,,90.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,"'Chlorpyrifos-Methyl' אינו מופיע ברשימת הייחוס. קיים 'CHLORPYRIFOS' (מזהה 47), אך ללא ציון 'Methyl' ולכן לא ניתן לקבוע התאמה חד משמעית."
Grapes,FB 0269,Tebufenozide,2.0,,2004.0,,2001,,False,,196.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,"השם 'Tebufenozide' אינו מופיע ברשימת חומרי ההדברה ואין שם דומה או שם מסחרי מקביל, לכן לא נמצאה התאמה."
Grapes,FB 0269,Valifenalate,0.3,,2021.0,,2019,,False,,318.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",283,VALIFENALATE,"Valifenalate הוא התאמה מדויקת לשם החומר הפעיל ברשימת הרפרנס (VALIFENALATE, מזהה 283)."
Grapes,FB 0269,Amitrole,0.05,,2004.0,,1998,,False,,79.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,Amitrole אינו מופיע ברשימת חומרי ההדברה ברפרנס ולכן לא ניתן למפות אותו.
Grapes,FB 0269,Metalaxyl,1.5,,2022.0,[Note: Residue data that was the basis for the estimation: Metalaxyl-M (MM)).],2021,,False,,138.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",183,METALAXYL,השם 'Metalaxyl' תואם בדיוק לשם באנגלית ברשימת חומרי ההדברה (ID 183: METALAXYL).
Grapes,FB 0269,Fenbuconazole,1.0,,1999.0,,1997,,False,,197.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",108,FENBUCONAZOLE,'Fenbuconazole' מופיע ברשימת חומרי ההדברה (ID 108) כהתאמה מדויקת.
Grapes,FB 0269,Glufosinate-Ammonium,0.15,,2013.0,,2012,,False,,175.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",145,GLUFOSINATE AMMONIUM,'Glufosinate-Ammonium' הוא וריאציה נפוצה של GLUFOSINATE AMMONIUM (ID 145) ברשימת הייחוס.
Grapes,FB 0269,Pyraclostrobin,2.0,,2006.0,,2004,,False,,210.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",232,PYRACLOSTROBIN,Pyraclostrobin הוא התאמה מדויקת לשם חומר ההדברה ברשימת הייחוס (ID 232).
Grapes,FB 0269,Spinetoram,0.3,,2013.0,,2012,,False,,233.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",248,SPINETORAM,"Spinetoram הוא שם זהה לרשימה (ID 248), ולכן ההתאמה ישירה וברורה."
Grapes,FB 0269,Teflubenzuron,0.7,,2017.0,,2016,,False,,190.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",260,TEFLUBENZURON,'Teflubenzuron' מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 260).
Grapes,FB 0269,Cyantraniliprole,2.0,,2024.0,,2023,,False,,263.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",58,CYANTRANILIPROLE,"'Cyantraniliprole' הוא שם זהה לרשימת הייחוס (CYANTRANILIPROLE, מזהה 58)."
Grapes,FB 0269,Parathion-Methyl,0.5,,2004.0,,2000,,False,,59.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,השם 'Parathion-Methyl' אינו מופיע ברשימת חומרי ההדברה ולכן לא ניתן למפות.
Grapes,FB 0269,Penconazole,0.4,,2017.0,,2016,,False,,182.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",209,PENCONAZOLE,"Penconazole מופיע ברשימת חומרי ההדברה תחת אותו שם (ID 209), לכן המיפוי ישיר."
Grapes,FB 0269,Aldicarb,0.2,,1997.0,,1994,,False,,117.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,"Aldicarb אינו מופיע ברשימת חומרי ההדברה, לכן אין התאמה."
Grapes,FB 0269,Flusilazole,0.2,,2008.0,,2007,,False,,165.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",,,'Flusilazole' אינו מופיע ברשימת חומרי ההדברה ולכן אין התאמה.
Grapes,FB 0269,Dinotefuran,0.9,,2013.0,,2012,,False,,255.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",88,DINOTEFURAN,השם 'Dinotefuran' תואם בדיוק לשם באנגלית של קוטל חרקים ברשימת הייחוס (ID 88).
Grapes,FB 0269,Flubendiamide,2.0,,2011.0,,2010,,False,,242.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",120,FLUBENDIAMIDE,'Flubendiamide' הוא התאמה מדויקת ל-FLUBENDIAMIDE (ID 120) ברשימת הייחוס.
Grapes,FB 0269,Kresoxim-Methyl,1.5,,2019.0,,2018,,False,,199.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",167,KRESOXIM METHYL,"'Kresoxim-Methyl' הוא שם זהה ל-KRESOXIM METHYL ברשימת הייחוס (ID 167). לכן, יש התאמה חד-משמעית."
Grapes,FB 0269,Meptyldinocap,0.2,,2011.0,"[CCPR: The maximum residue level accommodates the residues derived from the use of dinocap on fruiting vegetables, cucumbers. The Meeting recommended to re-evaluate the current CXL of 0.05*.]",2010,,False,,244.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",179,MEPTYLDINOCAP,השם 'Meptyldinocap' תואם בדיוק לשם באנגלית של קוטל המזיקים ברשימת הייחוס (ID 179: MEPTYLDINOCAP).
Grapes,FB 0269,Haloxyfop,0.02,,2011.0,(LOD),2009,,True,,194.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",149,HALOXYFOP R METHYL,"'Haloxyfop' הוא קיצור של 'HALOXYFOP R METHYL' שמופיע ברשימה (ID 149), לכן בוצעה התאמה."
Grapes,FB 0269,Propargite,7.0,,2004.0,,2002,,False,,113.0,89,GRAPES,"Grapes הוא תרגום ישיר לעברית 'ענבים', שמופיע ברשימת הייחוס עם מזהה 89.",226,PROPARGITE,'Propargite' מופיע ברשימת חומרי ההדברה (ID 226) כהתאמה מדויקת.
